iter	RMSE
288	0.6590879735
289	0.6589752791
290	0.6588231808
291	0.6586497487
292	0.6584975288
293	0.6583637736
294	0.6582227477
295	0.6580780458
296	0.6579686391
297	0.6577529077
298	0.6576219755
299	0.6575052647
300	0.6573339956
301	0.6571961902
302	0.6570619375
303	0.6569757391
304	0.6568496075
305	0.6567113513
306	0.6565512105
307	0.6564646657
308	0.6563107282
309	0.6561812549
310	0.6560722773
311	0.655909138
312	0.6558142596
313	0.6557225836
314	0.6555619448
315	0.6554677855
316	0.6553539323
317	0.6552417852
318	0.6551488162
319	0.6549932395
320	0.6548581619
321	0.6546622743
322	0.6545133297
323	0.654397886
324	0.6542855049
325	0.6541690399
326	0.6540189549
327	0.6539433853
328	0.6538177439
329	0.6536741709
330	0.6535384231
331	0.6534293555
332	0.653301627
333	0.6532321271
334	0.6531316889
335	0.6529612152
336	0.6528436478
337	0.6527437586
338	0.6525682189
339	0.65252274
340	0.6524050936
341	0.6522873088
342	0.6521032334
343	0.6520226372
344	0.6519060257
345	0.6517716916
346	0.6517114549
347	0.6516410116
348	0.651501955
349	0.6514471358
350	0.6513450616
351	0.6512656152
352	0.6511858775
353	0.6511003328
354	0.6510256216
355	0.6509355014
356	0.6508097254
357	0.6506830797
358	0.650577785
359	0.6504845252
360	0.6504295967
361	0.650331381
362	0.6502145603
363	0.650167765
364	0.6500945686
365	0.6500198593
366	0.6498833247
367	0.6497695279
368	0.6496935816
369	0.6495628835
370	0.6494697133
371	0.6493316509
372	0.6492248895
373	0.6491213123
374	0.6489999883
375	0.6489335836
376	0.6488105522
377	0.6487048123
378	0.6486142989
379	0.648477869
380	0.648443651
381	0.648355246
382	0.6482408273
383	0.64815065
384	0.6480471605
385	0.6479598571
386	0.6478333619
387	0.6477122921
388	0.6476012522
389	0.6475321553
390	0.6474360257
391	0.6473110334
392	0.6471706923
393	0.6470780751
394	0.6469364788
395	0.6468353229
396	0.6467467454
397	0.6466578486
398	0.6465791025
399	0.6464727848
400	0.6463531861
401	0.6461924411
402	0.6460986903
403	0.6459831385
404	0.6458609884
405	0.6457958464
406	0.6456697556
407	0.6455139777
408	0.6454747491
409	0.6453204161
410	0.6451880504
411	0.6451009523
412	0.6449477382
413	0.6448771011
414	0.6448082811
415	0.6446787259
416	0.6445657172
417	0.6444780608
418	0.6443926453
419	0.6443053449
420	0.6442173921
421	0.6440969949
422	0.6439741548
423	0.6438431026
424	0.6437771155
425	0.6436510329
426	0.6435415482
427	0.6434409748
428	0.6434021187
429	0.643279716
430	0.6431928347
431	0.6431140683
432	0.6430060845
433	0.6429121542
434	0.6428693914
435	0.6427915601
436	0.6426755326
437	0.6426455713
438	0.6425668568
439	0.6424533814
440	0.6423553022
441	0.642232129
442	0.6420864414
443	0.6419881157
444	0.6418787044
445	0.6417792278
446	0.6417066701
447	0.6415742735
448	0.6414711762
449	0.6413386595
450	0.6412132413
451	0.6410952358
452	0.6410109907
453	0.6408995528
454	0.6408460919
455	0.6407893356
456	0.6407673233
457	0.6406884495
458	0.6405668881
459	0.640420249
460	0.6402994004
461	0.6402312579
462	0.6401496444
463	0.6400549607
464	0.6399941943
465	0.6398853974
466	0.6397816219
467	0.6397072849
468	0.6395847724
469	0.6395281909
470	0.639405429
471	0.6393484731
472	0.6393456287
473	0.6392721972
474	0.6391581848
475	0.6390456346
476	0.6389486826
477	0.638823178
478	0.6387237997
479	0.6386326853
480	0.6384992444
481	0.6384083134
482	0.6382991265
483	0.6382395578
484	0.6381510084
485	0.6380423283
486	0.6379561231
487	0.637867199
488	0.6378041876
489	0.6377253068
490	0.6376578479
491	0.6375379138
492	0.6374382632
493	0.6373664102
494	0.6372963954
495	0.6371570864
496	0.6371033355
497	0.6369879272
498	0.6368610524
499	0.6367940538
500	0.6367228481
501	0.6366889104
502	0.6365926077
503	0.6364887275
504	0.6363627617
505	0.6362365549
506	0.6361391027
507	0.6361075842
508	0.6359783952
509	0.6358382927
510	0.6357171259
511	0.6356652967
512	0.635615555
513	0.6355035557
514	0.6353961544
515	0.6353540884
516	0.6352490434
517	0.6352005682
518	0.635024222
519	0.6349494243
520	0.6348472973
521	0.6347862491
522	0.6346800748
523	0.6345743884
524	0.6345016089
525	0.6344114539
526	0.6343491352
527	0.6342343582
528	0.6341253683
529	0.6340439089
530	0.6339164207
531	0.6338028192
532	0.6337336164
533	0.6336842295
534	0.6336238651
535	0.6335388919
536	0.6334872704
537	0.6334037988
538	0.6333377375
539	0.6332358814
540	0.6331638169
541	0.6330291025
542	0.6329698587
543	0.6328460178
544	0.6327559891
545	0.6326606095
546	0.6325734776
547	0.6325155923
548	0.6324532801
549	0.6323821897
550	0.6323037684
551	0.632232758
552	0.6321627306
553	0.6320816227
554	0.6320087738
555	0.6319260984
556	0.631877997
557	0.6318463386
558	0.6317244304
559	0.631605886
560	0.6315181004
561	0.6314039221
562	0.6313143172
563	0.6311984799
564	0.6311841955
565	0.6310461283
566	0.6309626486
567	0.6308548134
568	0.6307308721
569	0.6306329811
570	0.6305582684
571	0.63048774
572	0.6303816174
573	0.6302777076
574	0.6302012311
575	0.6301434433
576	0.630105198
577	0.6300375538
578	0.6299677433
579	0.6298404006
580	0.6297822399
581	0.6296746151
582	0.6295983081
583	0.629539154
584	0.6294168961
585	0.6294059946
586	0.6292832737
587	0.6291600673
588	0.6291349276
589	0.6290987587
590	0.6290765074
591	0.6290057885
592	0.6289611813
593	0.6288617754
594	0.6287270385
595	0.6286946867
596	0.6286235359
597	0.6285850037
598	0.6285239308
599	0.6285204782
600	0.6284501102
601	0.6284058283
602	0.628345954
603	0.6283147013
604	0.6282087955
605	0.6280931398
606	0.6280255221
607	0.627929351
608	0.6278258872
609	0.6277358689
610	0.6277011288
611	0.6276155728
612	0.6275126419
613	0.6274069904
614	0.6272836347
615	0.6271790167
616	0.6271217058
617	0.6270319276
618	0.6269788198
619	0.6268640098
620	0.6267539821
621	0.6266433986
622	0.6265711612
623	0.6264792063
624	0.6263958743
625	0.626367208
626	0.6262049201
627	0.6261991608
628	0.6261097141
629	0.6260143959
630	0.6259844672
631	0.6258499166
632	0.6257452055
633	0.6256310972
634	0.6256199833
635	0.6254790997
636	0.6253951213
637	0.6253368404
638	0.6252598818
639	0.6251506229
640	0.6251215328
641	0.6250449388
642	0.6250107093
643	0.6249142209
644	0.6248208971
645	0.624787438
646	0.6247465412
647	0.6247013851
648	0.6246495716
649	0.6245554497
650	0.6244750178
651	0.6243939881
652	0.6243574956
653	0.6242818604
654	0.6241766169
655	0.6240658705
656	0.6240010492
657	0.6239765588
658	0.6238671486
659	0.6237769755
660	0.6236803452
661	0.623572525
662	0.623484074
663	0.6234171576
664	0.6233557745
665	0.6232835239
666	0.6232140113
667	0.6231293843
668	0.6230219347
669	0.6229672341
670	0.622869963
671	0.6228038639
672	0.6226787865
673	0.6226364994
674	0.6225727074
675	0.622447559
676	0.62239379
677	0.6222752362
678	0.6221937972
679	0.6221648637
680	0.6220511059
681	0.6219867134
682	0.6218710063
683	0.6217399406
684	0.6216715828
685	0.6215819762
686	0.621553678
687	0.6215135027
688	0.6214092658
689	0.621333321
690	0.621248856
691	0.6211114588
692	0.6210215254
693	0.6208862439
694	0.6207876128
695	0.6207235324
696	0.6206507045
697	0.6206018278
698	0.6204995312
699	0.6204353224
700	0.6203275294
701	0.6203073531
702	0.6202466231
703	0.6201720144
704	0.6200925911
705	0.6200219567
706	0.6199398766
707	0.6199138946
708	0.6198921024
709	0.6197892695
710	0.6197395851
711	0.6197209432
712	0.6196598351
713	0.6196077726
714	0.619604591
715	0.6195187802
716	0.6194954694
717	0.6194482284
718	0.6193746091
719	0.6193281978
720	0.6192392639
721	0.6191930646
722	0.6191464916
723	0.6190984588
724	0.619006406
725	0.6189267343
726	0.618797564
727	0.6187542213
728	0.6186679221
729	0.6186229646
730	0.6185795356
731	0.6184911612
732	0.6184379378
733	0.6183541152
734	0.618244501
735	0.6181702439
736	0.6180867311
737	0.6179772426
738	0.6179189793
739	0.6178309804
740	0.6178040687
741	0.6177280022
742	0.6175833883
743	0.6175165502
744	0.617411688
745	0.6173740155
746	0.6172652918
747	0.6171813842
748	0.6171093765
749	0.6170270575
750	0.6169550566
751	0.6168757641
752	0.6168173224
753	0.6167099626
754	0.6166619877
755	0.6166251864
756	0.6165904399
757	0.6164024973
758	0.616338432
759	0.6162373123
760	0.6161656903
761	0.6161164082
762	0.6160928446
763	0.6160659066
764	0.6160007148
765	0.6159565303
766	0.6158553727
767	0.6157792145
768	0.6157194774
769	0.6156532808
770	0.6156456108
771	0.6155502363
772	0.615541994
773	0.6155141132
774	0.6154212263
775	0.6153014781
776	0.6152187682
777	0.6151814334
778	0.6150739867
779	0.6150457121
780	0.6150035711
781	0.6149727089
782	0.6148813059
783	0.6148575459
784	0.6148028148
785	0.6147833769
786	0.6146857306
787	0.6146458522
788	0.6145314735
789	0.6144620402
790	0.6143799137
791	0.6143027765
792	0.6142619279
793	0.6141976394
794	0.6141216239
795	0.6140154104
796	0.6139927369
797	0.613972228
798	0.6138526701
799	0.6138035757
800	0.613709409
801	0.6136332085
802	0.6135734866
803	0.6135004825
804	0.6134460539
805	0.6134024327
806	0.6133795372
807	0.6133351389
808	0.6132945996
809	0.6132644987
810	0.6132377355
811	0.6131643425
812	0.6131243901
813	0.6130097524
814	0.6129572996
815	0.6129133195
816	0.6127575439
817	0.6126839437
818	0.6126089877
819	0.6125081256
820	0.6124401596
821	0.6123797974
822	0.6122929241
823	0.6122443786
824	0.6121803524
825	0.6121627784
826	0.6121090546
827	0.6120197209
828	0.611977846
829	0.6119378411
830	0.6118540022
831	0.6117986527
832	0.6117438477
833	0.6117282097
834	0.6116998554
835	0.611603041
836	0.6115952453
837	0.6114981395
838	0.6114450821
839	0.6114244127
840	0.6114036427
841	0.6113760731
842	0.6113051815
843	0.6112225559
844	0.6111119126
845	0.6110365386
846	0.6109307393
847	0.6109167314
848	0.6108511652
849	0.6107758341
850	0.6107199615
851	0.6106412608
852	0.610554766
853	0.6105379461
854	0.6105247802
855	0.6104212955
856	0.6103376739
857	0.6103127354
858	0.6102230887
859	0.6101504852
860	0.6101324269
861	0.6100426786
862	0.6099978871
863	0.6099923255
864	0.6099812773
865	0.60987091
866	0.6097976882
867	0.609704958
868	0.6096419185
869	0.609591031
870	0.6095320663
871	0.6094583024
872	0.6093775328
873	0.6093571444
874	0.6093176948
875	0.6092733517
876	0.6091954424
877	0.6091717366
878	0.6090666421
879	0.609062477
880	0.6090595414
881	0.6089454686
882	0.6088872445
883	0.6088773559
884	0.6088570763
885	0.6087470322
886	0.608720924
887	0.6087011412
888	0.6086100016
889	0.6084991344
890	0.6084274806
891	0.6082890716
892	0.6082252321
893	0.6081219341
894	0.60802171
895	0.6079419311
896	0.6079347168
897	0.6078946469
898	0.6078099989
899	0.6077958939
900	0.6077071081
901	0.6076401644
902	0.6075613414
903	0.6074488237
904	0.6073414181
905	0.6072924516
906	0.6072414426
907	0.6071837851
908	0.6070876098
909	0.607017174
910	0.6069235406
911	0.60689471
912	0.6068761268
913	0.6068570645
914	0.6068247303
915	0.606701497
916	0.6066610686
917	0.6066267087
918	0.6065613589
919	0.6065573531
920	0.6064978163
921	0.606409168
922	0.6063838412
923	0.6063018555
924	0.6062576447
925	0.6062091956
926	0.6061503054
927	0.6060867953
928	0.6060078964
929	0.6059665643
930	0.6059127451
931	0.6058729956
932	0.6057871316
933	0.6057095056
934	0.6056322734
935	0.6055827144
936	0.605485351
937	0.605441434
938	0.6053996341
939	0.6053222866
940	0.6052755552
941	0.6052583866
942	0.6051826372
943	0.6050954125
944	0.6050840476
945	0.6050701064
946	0.605047224
947	0.6050049674
948	0.6048809339
949	0.6048010944
950	0.6047187173
951	0.6046968071
952	0.6046404486
953	0.6045958383
954	0.6045481408
955	0.6045442227
956	0.6045290051
957	0.6044696478
958	0.6043741279
959	0.6043342518
960	0.6042398992
961	0.604171079
962	0.6040380196
963	0.6039826623
964	0.6039535901
965	0.603875197
966	0.6038612531
967	0.6037669279
968	0.6036731954
969	0.6036188173
970	0.6035839803
971	0.603456312
972	0.6033993818
973	0.6033440166
974	0.6033091637
975	0.6032780579
976	0.6032605032
977	0.6031680348
978	0.6031162717
979	0.6029716762
980	0.6029018241
981	0.6028112273
982	0.6027308348
983	0.6026816204
984	0.6026558579
985	0.6025830782
986	0.6024842915
987	0.6024349302
988	0.6023121181
989	0.6022657368
990	0.6022168904
991	0.6021571529
992	0.6020639313
993	0.6020535752
994	0.6020149924
995	0.6019638155
996	0.6018725698
997	0.6018319947
998	0.6017389259
999	0.6017340499
